id,level,section,question_type,question,option_a,option_b,option_c,option_d,answer,explanation
Q0386,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から進歩について詳しく教わりました。

［進歩］",しぬぽ,しんぽ,じんぽ,つぎつぎ,B,正しい読みは「しんぽ」。N3重要語彙「進歩」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0387,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は不自由に関係する本を読むことです。

［不自由］",じゆう,ふじゆ,ふじう,ふじゆう,D,正しい読みは「ふじゆう」。N3重要語彙「不自由」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0388,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

先生から最低について詳しく教わりました。

［最低］",いてい,ざいでい,さいてい,さいい,C,正しい読みは「さいてい」。N3重要語彙「最低」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0389,N3,vocabulary,kanji_reading,"次の文の［　］の言葉の読み方として最もよいものを選びなさい。

私の趣味は協調に関係する本を読むことです。

［協調］",きょうちょう,きょうちょ,きょうちゅう,きょうょう,A,正しい読みは「きょうちょう」。N3重要語彙「協調」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0390,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でがまんの意味を調べました。

［がまん］",景気,我慢,味方,我々,B,正しい読みは「我慢」。N3重要語彙「がまん」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0391,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類にあいずと書いてください。

［あいず］",合計,合わせる,合格,合図,D,正しい読みは「合図」。N3重要語彙「あいず」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0392,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類にたたむと書いてください。

［たたむ］",予測,常識,畳む,記者,C,正しい読みは「畳む」。N3重要語彙「たたむ」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0393,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でするの意味を調べました。

［する］",蹴る,刷る,環境,医院,B,正しい読みは「刷る」。N3重要語彙「する」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0394,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でしょうぼうの意味を調べました。

［しょうぼう］",通貨,成功,消費,消防,D,正しい読みは「消防」。N3重要語彙「しょうぼう」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0395,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類にぬくと書いてください。

［ぬく］",抜ける,目上,愉快,抜く,D,正しい読みは「抜く」。N3重要語彙「ぬく」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0396,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類にためしと書いてください。

［ためし］",負け,試し,突く,試す,B,正しい読みは「試し」。N3重要語彙「ためし」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0397,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類ににっぽんと書いてください。

［にっぽん］",日本,日常,日付,日,A,正しい読みは「日本」。N3重要語彙「にっぽん」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0398,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でにぎるの意味を調べました。

［にぎる］",添う,芝生,握手,握る,D,正しい読みは「握る」。N3重要語彙「にぎる」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0399,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でいとこの意味を調べました。

［いとこ］",従う,従姉妹,従兄弟,駆ける,B,正しい読みは「従姉妹」。N3重要語彙「いとこ」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0400,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でけっかんの意味を調べました。

［けっかん］",欠席,欠ける,欠点,欠陥,D,正しい読みは「欠陥」。N3重要語彙「けっかん」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0401,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でやちんの意味を調べました。

［やちん］",担当,家具,家事,家賃,D,正しい読みは「家賃」。N3重要語彙「やちん」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0402,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でかんそうの意味を調べました。

［かんそう］",感じる,感想,感じ,感心,B,正しい読みは「感想」。N3重要語彙「かんそう」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0403,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類にしゅちょうと書いてください。

［しゅちょう］",主義,主婦,主要,主張,D,正しい読みは「主張」。N3重要語彙「しゅちょう」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0404,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

辞書でめいしの意味を調べました。

［めいし］",名詞,名刺,尊敬,名人,A,正しい読みは「名詞」。N3重要語彙「めいし」は日常会話でもよく使われます。例文の文脈で覚えましょう。
Q0405,N3,vocabulary,orthography,"次の文の［　］の言葉を漢字で書くとき、最もよいものを選びなさい。

この書類にこんかいと書いてください。

［こんかい］",今回,今に,今にも,今日,A,正しい読みは「今回」。N3重要語彙「こんかい」は日常会話でもよく使われます。例文の文脈で覚えましょう。
